# name|return_type|param_name:type,param_name:type
AddVectoredContinueHandler|void*|First:UINT,Handler:PVECTORED_EXCEPTION_HANDLER
AddVectoredExceptionHandler|void*|First:UINT,Handler:PVECTORED_EXCEPTION_HANDLER
AddVirtualDiskParent|WIN32_ERROR|VirtualDiskHandle:HANDLE,ParentPath:PWSTR
AddWordsToWordList|HRESULT|hwl:HRECOWORDLIST,pwcWords:PWSTR
AdjustCalendarDate|BOOL|lpCalDateTime:CALDATETIME*,calUnit:CALDATETIME_DATEUNIT,amount:INT
AdjustTokenGroups|BOOL|TokenHandle:HANDLE,ResetToDefault:BOOL,NewState:TOKEN_GROUPS*,BufferLength:UINT,PreviousState:TOKEN_GROUPS*,ReturnLength:UINT*
AdjustTokenPrivileges|BOOL|TokenHandle:HANDLE,DisableAllPrivileges:BOOL,NewState:TOKEN_PRIVILEGES*,BufferLength:UINT,PreviousState:TOKEN_PRIVILEGES*,ReturnLength:UINT*
AdjustWindowRect|BOOL|lpRect:RECT*,dwStyle:WINDOW_STYLE,bMenu:BOOL
AdjustWindowRectEx|BOOL|lpRect:RECT*,dwStyle:WINDOW_STYLE,bMenu:BOOL,dwExStyle:WINDOW_EX_STYLE
AdjustWindowRectExForDpi|BOOL|lpRect:RECT*,dwStyle:WINDOW_STYLE,bMenu:BOOL,dwExStyle:WINDOW_EX_STYLE,dpi:UINT
AdsFreeAdsValues|void|pAdsValues:ADSVALUE*,dwNumValues:UINT
AdsTypeToPropVariant|HRESULT|pAdsValues:ADSVALUE*,dwNumValues:UINT,pVariant:VARIANT*
AdvInstallFileA|HRESULT|hwnd:HWND,lpszSourceDir:PSTR,lpszSourceFile:PSTR,lpszDestDir:PSTR,lpszDestFile:PSTR,dwFlags:UINT,dwReserved:UINT
AdvInstallFileW|HRESULT|hwnd:HWND,lpszSourceDir:PWSTR,lpszSourceFile:PWSTR,lpszDestDir:PWSTR,lpszDestFile:PWSTR,dwFlags:UINT,dwReserved:UINT
AdvanceLogBase|BOOL|pvMarshal:void*,plsnBase:CLS_LSN*,fFlags:UINT,pOverlapped:OVERLAPPED*
AdvancedDocumentPropertiesA|INT|hWnd:HWND,hPrinter:PRINTER_HANDLE,pDeviceName:PSTR,pDevModeOutput:DEVMODEA*,pDevModeInput:DEVMODEA*
AdvancedDocumentPropertiesW|INT|hWnd:HWND,hPrinter:PRINTER_HANDLE,pDeviceName:PWSTR,pDevModeOutput:DEVMODEW*,pDevModeInput:DEVMODEW*
AdviseInkChange|HRESULT|hrc:HRECOCONTEXT,bNewStroke:BOOL
AlignReservedLog|BOOL|pvMarshal:void*,cReservedRecords:UINT,rgcbReservation:LONGLONG*,pcbAlignReservation:LONGLONG*
AllJoynAcceptBusConnection|UINT|serverBusHandle:HANDLE,abortEvent:HANDLE
AllJoynCloseBusHandle|BOOL|busHandle:HANDLE
AllJoynConnectToBus|HANDLE|connectionSpec:PWSTR
AllJoynCreateBus|HANDLE|outBufferSize:UINT,inBufferSize:UINT,lpSecurityAttributes:SECURITY_ATTRIBUTES*
AllJoynEnumEvents|BOOL|connectedBusHandle:HANDLE,eventToReset:HANDLE,eventTypes:UINT*
AllJoynEventSelect|BOOL|connectedBusHandle:HANDLE,eventHandle:HANDLE,eventTypes:UINT
AllJoynReceiveFromBus|BOOL|connectedBusHandle:HANDLE,buffer:void*,bytesToRead:UINT,bytesTransferred:UINT*,reserved:void*
AllJoynSendToBus|BOOL|connectedBusHandle:HANDLE,buffer:void*,bytesToWrite:UINT,bytesTransferred:UINT*,reserved:void*
AllocADsMem|void*|cb:UINT
AllocADsStr|PWSTR|pStr:PWSTR
AllocConsole|BOOL|
AllocConsoleWithOptions|HRESULT|options:ALLOC_CONSOLE_OPTIONS*,result:ALLOC_CONSOLE_RESULT*
AllocReservedLog|BOOL|pvMarshal:void*,cReservedRecords:UINT,pcbAdjustment:LONGLONG*
AllocateAndInitializeSid|BOOL|pIdentifierAuthority:SID_IDENTIFIER_AUTHORITY*,nSubAuthorityCount:BYTE,nSubAuthority0:UINT,nSubAuthority1:UINT,nSubAuthority2:UINT,nSubAuthority3:UINT,nSubAuthority4:UINT,nSubAuthority5:UINT,nSubAuthority6:UINT,nSubAuthority7:UINT,pSid:PSID*
AllocateLocallyUniqueId|BOOL|Luid:LUID*
AllocateUserPhysicalPages|BOOL|hProcess:HANDLE,NumberOfPages:UINT_PTR*,PageArray:UINT_PTR*
AllocateUserPhysicalPages2|BOOL|ObjectHandle:HANDLE,NumberOfPages:UINT_PTR*,PageArray:UINT_PTR*,ExtendedParameters:MEM_EXTENDED_PARAMETER*,ExtendedParameterCount:UINT
AllocateUserPhysicalPagesNuma|BOOL|hProcess:HANDLE,NumberOfPages:UINT_PTR*,PageArray:UINT_PTR*,nndPreferred:UINT
AllowSetForegroundWindow|BOOL|dwProcessId:UINT
AlphaBlend|BOOL|hdcDest:HDC,xoriginDest:INT,yoriginDest:INT,wDest:INT,hDest:INT,hdcSrc:HDC,xoriginSrc:INT,yoriginSrc:INT,wSrc:INT,hSrc:INT,ftn:BLENDFUNCTION
AmsiCloseSession|void|amsiContext:HAMSICONTEXT,amsiSession:HAMSISESSION
AmsiInitialize|HRESULT|appName:PWSTR,amsiContext:HAMSICONTEXT*
AmsiNotifyOperation|HRESULT|amsiContext:HAMSICONTEXT,buffer:void*,length:UINT,contentName:PWSTR,result:AMSI_RESULT*
AmsiOpenSession|HRESULT|amsiContext:HAMSICONTEXT,amsiSession:HAMSISESSION*
AmsiScanBuffer|HRESULT|amsiContext:HAMSICONTEXT,buffer:void*,length:UINT,contentName:PWSTR,amsiSession:HAMSISESSION,result:AMSI_RESULT*
AmsiScanString|HRESULT|amsiContext:HAMSICONTEXT,string:PWSTR,contentName:PWSTR,amsiSession:HAMSISESSION,result:AMSI_RESULT*
AmsiUninitialize|void|amsiContext:HAMSICONTEXT
AngleArc|BOOL|hdc:HDC,x:INT,y:INT,r:UINT,StartAngle:float,SweepAngle:float
AnimatePalette|BOOL|hPal:HPALETTE,iStartIndex:UINT,cEntries:UINT,ppe:PALETTEENTRY*
AnimateWindow|BOOL|hWnd:HWND,dwTime:UINT,dwFlags:ANIMATE_WINDOW_FLAGS
AnyPopup|BOOL|
AppCacheCheckManifest|UINT|pwszMasterUrl:PWSTR,pwszManifestUrl:PWSTR,pbManifestData:BYTE*,dwManifestDataSize:UINT,pbManifestResponseHeaders:BYTE*,dwManifestResponseHeadersSize:UINT,peState:APP_CACHE_STATE*,phNewAppCache:void**
AppCacheCloseHandle|void|hAppCache:void*
AppCacheCreateAndCommitFile|UINT|hAppCache:void*,pwszSourceFilePath:PWSTR,pwszUrl:PWSTR,pbResponseHeaders:BYTE*,dwResponseHeadersSize:UINT
AppCacheDeleteGroup|UINT|pwszManifestUrl:PWSTR
AppCacheDeleteIEGroup|UINT|pwszManifestUrl:PWSTR
AppCacheDuplicateHandle|UINT|hAppCache:void*,phDuplicatedAppCache:void**
AppCacheFinalize|UINT|hAppCache:void*,pbManifestData:BYTE*,dwManifestDataSize:UINT,peState:APP_CACHE_FINALIZE_STATE*
AppCacheFreeDownloadList|void|pDownloadList:APP_CACHE_DOWNLOAD_LIST*
AppCacheFreeGroupList|void|pAppCacheGroupList:APP_CACHE_GROUP_LIST*
AppCacheFreeIESpace|UINT|ftCutOff:FILETIME
AppCacheFreeSpace|UINT|ftCutOff:FILETIME
AppCacheGetDownloadList|UINT|hAppCache:void*,pDownloadList:APP_CACHE_DOWNLOAD_LIST*
AppCacheGetFallbackUrl|UINT|hAppCache:void*,pwszUrl:PWSTR,ppwszFallbackUrl:PWSTR*
AppCacheGetGroupList|UINT|pAppCacheGroupList:APP_CACHE_GROUP_LIST*
AppCacheGetIEGroupList|UINT|pAppCacheGroupList:APP_CACHE_GROUP_LIST*
AppCacheGetInfo|UINT|hAppCache:void*,pAppCacheInfo:APP_CACHE_GROUP_INFO*
AppCacheGetManifestUrl|UINT|hAppCache:void*,ppwszManifestUrl:PWSTR*
AppCacheLookup|UINT|pwszUrl:PWSTR,dwFlags:UINT,phAppCache:void**
AppPolicyGetClrCompat|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyClrCompat*
AppPolicyGetCreateFileAccess|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyCreateFileAccess*
AppPolicyGetLifecycleManagement|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyLifecycleManagement*
AppPolicyGetMediaFoundationCodecLoading|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyMediaFoundationCodecLoading*
AppPolicyGetProcessTerminationMethod|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyProcessTerminationMethod*
AppPolicyGetShowDeveloperDiagnostic|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyShowDeveloperDiagnostic*
AppPolicyGetThreadInitializationType|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyThreadInitializationType*
AppPolicyGetWindowingModel|WIN32_ERROR|processToken:HANDLE,policy:AppPolicyWindowingModel*
AppendMenuA|BOOL|hMenu:HMENU,uFlags:MENU_ITEM_FLAGS,uIDNewItem:UINT_PTR,lpNewItem:PSTR
AppendMenuW|BOOL|hMenu:HMENU,uFlags:MENU_ITEM_FLAGS,uIDNewItem:UINT_PTR,lpNewItem:PWSTR
AppendPrinterNotifyInfoData|BOOL|pInfoDest:PRINTER_NOTIFY_INFO*,pDataSrc:PRINTER_NOTIFY_INFO_DATA*,fdwFlags:UINT
ApphelpCheckShellObject|BOOL|ObjectCLSID:Guid*,bShimIfNecessary:BOOL,pullFlags:ULONGLONG*
ApplicationRecoveryFinished|void|bSuccess:BOOL
ApplicationRecoveryInProgress|HRESULT|pbCancelled:BOOL*
ApplyControlToken|HRESULT|phContext:SecHandle*,pInput:SecBufferDesc*
ApplyDeltaA|BOOL|ApplyFlags:LONGLONG,lpSourceName:PSTR,lpDeltaName:PSTR,lpTargetName:PSTR
ApplyDeltaB|BOOL|ApplyFlags:LONGLONG,Source:DELTA_INPUT,Delta:DELTA_INPUT,lpTarget:DELTA_OUTPUT*
ApplyDeltaGetReverseB|BOOL|ApplyFlags:LONGLONG,Source:DELTA_INPUT,Delta:DELTA_INPUT,lpReverseFileTime:FILETIME*,lpTarget:DELTA_OUTPUT*,lpTargetReverse:DELTA_OUTPUT*
ApplyDeltaProvidedB|BOOL|ApplyFlags:LONGLONG,Source:DELTA_INPUT,Delta:DELTA_INPUT,lpTarget:void*,uTargetSize:UINT_PTR
ApplyDeltaW|BOOL|ApplyFlags:LONGLONG,lpSourceName:PWSTR,lpDeltaName:PWSTR,lpTargetName:PWSTR
ApplyGuestMemoryFix|HRESULT|vmSavedStateDumpHandle:void*,vpId:UINT,virtualAddress:ULONGLONG,fixBuffer:void*,fixBufferSize:UINT
ApplyLocalManagementSyncML|HRESULT|syncMLRequest:PWSTR,syncMLResult:PWSTR*
ApplyPatchToFileA|BOOL|PatchFileName:PSTR,OldFileName:PSTR,NewFileName:PSTR,ApplyOptionFlags:UINT
ApplyPatchToFileByBuffers|BOOL|PatchFileMapped:BYTE*,PatchFileSize:UINT,OldFileMapped:BYTE*,OldFileSize:UINT,NewFileBuffer:BYTE**,NewFileBufferSize:UINT,NewFileActualSize:UINT*,NewFileTime:FILETIME*,ApplyOptionFlags:UINT,ProgressCallback:PPATCH_PROGRESS_CALLBACK,CallbackContext:void*
ApplyPatchToFileByHandles|BOOL|PatchFileHandle:HANDLE,OldFileHandle:HANDLE,NewFileHandle:HANDLE,ApplyOptionFlags:UINT
ApplyPatchToFileByHandlesEx|BOOL|PatchFileHandle:HANDLE,OldFileHandle:HANDLE,NewFileHandle:HANDLE,ApplyOptionFlags:UINT,ProgressCallback:PPATCH_PROGRESS_CALLBACK,CallbackContext:void*
ApplyPatchToFileExA|BOOL|PatchFileName:PSTR,OldFileName:PSTR,NewFileName:PSTR,ApplyOptionFlags:UINT,ProgressCallback:PPATCH_PROGRESS_CALLBACK,CallbackContext:void*
ApplyPatchToFileExW|BOOL|PatchFileName:PWSTR,OldFileName:PWSTR,NewFileName:PWSTR,ApplyOptionFlags:UINT,ProgressCallback:PPATCH_PROGRESS_CALLBACK,CallbackContext:void*
ApplyPatchToFileW|BOOL|PatchFileName:PWSTR,OldFileName:PWSTR,NewFileName:PWSTR,ApplyOptionFlags:UINT
ApplyPendingSavedStateFileReplayLog|HRESULT|vmrsFile:PWSTR
ApplySnapshotVhdSet|WIN32_ERROR|VirtualDiskHandle:HANDLE,Parameters:APPLY_SNAPSHOT_VHDSET_PARAMETERS*,Flags:APPLY_SNAPSHOT_VHDSET_FLAG
ApplyWindowAction|BOOL|hwnd:HWND,pAction:WINDOW_ACTION*
Arc|BOOL|hdc:HDC,x1:INT,y1:INT,x2:INT,y2:INT,x3:INT,y3:INT,x4:INT,y4:INT
ArcTo|BOOL|hdc:HDC,left:INT,top:INT,right:INT,bottom:INT,xr1:INT,yr1:INT,xr2:INT,yr2:INT
AreAllAccessesGranted|BOOL|GrantedAccess:UINT,DesiredAccess:UINT
AreAnyAccessesGranted|BOOL|GrantedAccess:UINT,DesiredAccess:UINT
AreDpiAwarenessContextsEqual|BOOL|dpiContextA:DPI_AWARENESS_CONTEXT,dpiContextB:DPI_AWARENESS_CONTEXT
AreFileApisANSI|BOOL|
AreShortNamesEnabled|BOOL|Handle:HANDLE,Enabled:BOOL*
ArrangeIconicWindows|UINT|hWnd:HWND
AssignProcessToJobObject|BOOL|hJob:HANDLE,hProcess:HANDLE
AssocCreate|HRESULT|clsid:Guid,riid:Guid*,ppv:void**
AssocCreateForClasses|HRESULT|rgClasses:ASSOCIATIONELEMENT*,cClasses:UINT,riid:Guid*,ppv:void**
AssocGetDetailsOfPropKey|HRESULT|psf:IShellFolder,pidl:ITEMIDLIST*,pkey:PROPERTYKEY*,pv:VARIANT*,pfFoundPropKey:BOOL*
AssocGetPerceivedType|HRESULT|pszExt:PWSTR,ptype:PERCEIVED*,pflag:UINT*,ppszType:PWSTR*
AssocIsDangerous|BOOL|pszAssoc:PWSTR
AssocQueryKeyA|HRESULT|flags:ASSOCF,key:ASSOCKEY,pszAssoc:PSTR,pszExtra:PSTR,phkeyOut:HKEY*
AssocQueryKeyW|HRESULT|flags:ASSOCF,key:ASSOCKEY,pszAssoc:PWSTR,pszExtra:PWSTR,phkeyOut:HKEY*
AssocQueryStringA|HRESULT|flags:ASSOCF,str:ASSOCSTR,pszAssoc:PSTR,pszExtra:PSTR,pszOut:PSTR,pcchOut:UINT*
AssocQueryStringByKeyA|HRESULT|flags:ASSOCF,str:ASSOCSTR,hkAssoc:HKEY,pszExtra:PSTR,pszOut:PSTR,pcchOut:UINT*
AssocQueryStringByKeyW|HRESULT|flags:ASSOCF,str:ASSOCSTR,hkAssoc:HKEY,pszExtra:PWSTR,pszOut:PWSTR,pcchOut:UINT*
AssocQueryStringW|HRESULT|flags:ASSOCF,str:ASSOCSTR,pszAssoc:PWSTR,pszExtra:PWSTR,pszOut:PWSTR,pcchOut:UINT*
AssociateColorProfileWithDeviceA|BOOL|pMachineName:PSTR,pProfileName:PSTR,pDeviceName:PSTR
AssociateColorProfileWithDeviceW|BOOL|pMachineName:PWSTR,pProfileName:PWSTR,pDeviceName:PWSTR
AttachConsole|BOOL|dwProcessId:UINT
AttachThreadInput|BOOL|idAttach:UINT,idAttachTo:UINT,fAttach:BOOL
AttachVirtualDisk|WIN32_ERROR|VirtualDiskHandle:HANDLE,SecurityDescriptor:PSECURITY_DESCRIPTOR,Flags:ATTACH_VIRTUAL_DISK_FLAG,ProviderSpecificFlags:UINT,Parameters:ATTACH_VIRTUAL_DISK_PARAMETERS*,Overlapped:OVERLAPPED*
AuditComputeEffectivePolicyBySid|BOOLEAN|pSid:PSID,pSubCategoryGuids:Guid*,dwPolicyCount:UINT,ppAuditPolicy:AUDIT_POLICY_INFORMATION**
AuditComputeEffectivePolicyByToken|BOOLEAN|hTokenHandle:HANDLE,pSubCategoryGuids:Guid*,dwPolicyCount:UINT,ppAuditPolicy:AUDIT_POLICY_INFORMATION**
AuditEnumerateCategories|BOOLEAN|ppAuditCategoriesArray:Guid**,pdwCountReturned:UINT*
AuditEnumeratePerUserPolicy|BOOLEAN|ppAuditSidArray:POLICY_AUDIT_SID_ARRAY**
AuditEnumerateSubCategories|BOOLEAN|pAuditCategoryGuid:Guid*,bRetrieveAllSubCategories:BOOLEAN,ppAuditSubCategoriesArray:Guid**,pdwCountReturned:UINT*
AuditFree|void|Buffer:void*
AuditLookupCategoryGuidFromCategoryId|BOOLEAN|AuditCategoryId:POLICY_AUDIT_EVENT_TYPE,pAuditCategoryGuid:Guid*
AuditLookupCategoryIdFromCategoryGuid|BOOLEAN|pAuditCategoryGuid:Guid*,pAuditCategoryId:POLICY_AUDIT_EVENT_TYPE*
AuditLookupCategoryNameA|BOOLEAN|pAuditCategoryGuid:Guid*,ppszCategoryName:PSTR*
AuditLookupCategoryNameW|BOOLEAN|pAuditCategoryGuid:Guid*,ppszCategoryName:PWSTR*
AuditLookupSubCategoryNameA|BOOLEAN|pAuditSubCategoryGuid:Guid*,ppszSubCategoryName:PSTR*
AuditLookupSubCategoryNameW|BOOLEAN|pAuditSubCategoryGuid:Guid*,ppszSubCategoryName:PWSTR*
AuditQueryGlobalSaclA|BOOLEAN|ObjectTypeName:PSTR,Acl:ACL**
AuditQueryGlobalSaclW|BOOLEAN|ObjectTypeName:PWSTR,Acl:ACL**
AuditQueryPerUserPolicy|BOOLEAN|pSid:PSID,pSubCategoryGuids:Guid*,dwPolicyCount:UINT,ppAuditPolicy:AUDIT_POLICY_INFORMATION**
AuditQuerySecurity|BOOLEAN|SecurityInformation:OBJECT_SECURITY_INFORMATION,ppSecurityDescriptor:PSECURITY_DESCRIPTOR*
AuditQuerySystemPolicy|BOOLEAN|pSubCategoryGuids:Guid*,dwPolicyCount:UINT,ppAuditPolicy:AUDIT_POLICY_INFORMATION**
AuditSetGlobalSaclA|BOOLEAN|ObjectTypeName:PSTR,Acl:ACL*
AuditSetGlobalSaclW|BOOLEAN|ObjectTypeName:PWSTR,Acl:ACL*
AuditSetPerUserPolicy|BOOLEAN|pSid:PSID,pAuditPolicy:AUDIT_POLICY_INFORMATION*,dwPolicyCount:UINT
AuditSetSecurity|BOOLEAN|SecurityInformation:OBJECT_SECURITY_INFORMATION,pSecurityDescriptor:PSECURITY_DESCRIPTOR
AuditSetSystemPolicy|BOOLEAN|pAuditPolicy:AUDIT_POLICY_INFORMATION*,dwPolicyCount:UINT
AuthzAccessCheck|BOOL|Flags:AUTHZ_ACCESS_CHECK_FLAGS,hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pRequest:AUTHZ_ACCESS_REQUEST*,hAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE,pSecurityDescriptor:PSECURITY_DESCRIPTOR,OptionalSecurityDescriptorArray:PSECURITY_DESCRIPTOR*,OptionalSecurityDescriptorCount:UINT,pReply:AUTHZ_ACCESS_REPLY*,phAccessCheckResults:AUTHZ_ACCESS_CHECK_RESULTS_HANDLE*
AuthzAddSidsToContext|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,Sids:SID_AND_ATTRIBUTES*,SidCount:UINT,RestrictedSids:SID_AND_ATTRIBUTES*,RestrictedSidCount:UINT,phNewAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE*
AuthzCachedAccessCheck|BOOL|Flags:UINT,hAccessCheckResults:AUTHZ_ACCESS_CHECK_RESULTS_HANDLE,pRequest:AUTHZ_ACCESS_REQUEST*,hAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE,pReply:AUTHZ_ACCESS_REPLY*
AuthzEnumerateSecurityEventSources|BOOL|dwFlags:UINT,Buffer:AUTHZ_SOURCE_SCHEMA_REGISTRATION*,pdwCount:UINT*,pdwLength:UINT*
AuthzEvaluateSacl|BOOL|AuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pRequest:AUTHZ_ACCESS_REQUEST*,Sacl:ACL*,GrantedAccess:UINT,AccessGranted:BOOL,pbGenerateAudit:BOOL*
AuthzFreeAuditEvent|BOOL|hAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE
AuthzFreeCentralAccessPolicyCache|BOOL|
AuthzFreeContext|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE
AuthzFreeHandle|BOOL|hAccessCheckResults:AUTHZ_ACCESS_CHECK_RESULTS_HANDLE
AuthzFreeResourceManager|BOOL|hAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE
AuthzGetInformationFromContext|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,InfoClass:AUTHZ_CONTEXT_INFORMATION_CLASS,BufferSize:UINT,pSizeRequired:UINT*,Buffer:void*
AuthzInitializeCompoundContext|BOOL|UserContext:AUTHZ_CLIENT_CONTEXT_HANDLE,DeviceContext:AUTHZ_CLIENT_CONTEXT_HANDLE,phCompoundContext:AUTHZ_CLIENT_CONTEXT_HANDLE*
AuthzInitializeContextFromAuthzContext|BOOL|Flags:UINT,hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pExpirationTime:LONGLONG*,Identifier:LUID,DynamicGroupArgs:void*,phNewAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE*
AuthzInitializeContextFromSid|BOOL|Flags:UINT,UserSid:PSID,hAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE,pExpirationTime:LONGLONG*,Identifier:LUID,DynamicGroupArgs:void*,phAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE*
AuthzInitializeContextFromToken|BOOL|Flags:UINT,TokenHandle:HANDLE,hAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE,pExpirationTime:LONGLONG*,Identifier:LUID,DynamicGroupArgs:void*,phAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE*
AuthzInitializeObjectAccessAuditEvent|BOOL|Flags:AUTHZ_INITIALIZE_OBJECT_ACCESS_AUDIT_EVENT_FLAGS,hAuditEventType:AUTHZ_AUDIT_EVENT_TYPE_HANDLE,szOperationType:PWSTR,szObjectType:PWSTR,szObjectName:PWSTR,szAdditionalInfo:PWSTR,phAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE*,dwAdditionalParameterCount:UINT
AuthzInitializeObjectAccessAuditEvent2|BOOL|Flags:UINT,hAuditEventType:AUTHZ_AUDIT_EVENT_TYPE_HANDLE,szOperationType:PWSTR,szObjectType:PWSTR,szObjectName:PWSTR,szAdditionalInfo:PWSTR,szAdditionalInfo2:PWSTR,phAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE*,dwAdditionalParameterCount:UINT
AuthzInitializeRemoteResourceManager|BOOL|pRpcInitInfo:AUTHZ_RPC_INIT_INFO_CLIENT*,phAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE*
AuthzInitializeResourceManager|BOOL|Flags:UINT,pfnDynamicAccessCheck:PFN_AUTHZ_DYNAMIC_ACCESS_CHECK,pfnComputeDynamicGroups:PFN_AUTHZ_COMPUTE_DYNAMIC_GROUPS,pfnFreeDynamicGroups:PFN_AUTHZ_FREE_DYNAMIC_GROUPS,szResourceManagerName:PWSTR,phAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE*
AuthzInitializeResourceManagerEx|BOOL|Flags:AUTHZ_RESOURCE_MANAGER_FLAGS,pAuthzInitInfo:AUTHZ_INIT_INFO*,phAuthzResourceManager:AUTHZ_RESOURCE_MANAGER_HANDLE*
AuthzInstallSecurityEventSource|BOOL|dwFlags:UINT,pRegistration:AUTHZ_SOURCE_SCHEMA_REGISTRATION*
AuthzModifyClaims|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,ClaimClass:AUTHZ_CONTEXT_INFORMATION_CLASS,pClaimOperations:AUTHZ_SECURITY_ATTRIBUTE_OPERATION*,pClaims:AUTHZ_SECURITY_ATTRIBUTES_INFORMATION*
AuthzModifySecurityAttributes|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pOperations:AUTHZ_SECURITY_ATTRIBUTE_OPERATION*,pAttributes:AUTHZ_SECURITY_ATTRIBUTES_INFORMATION*
AuthzModifySids|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,SidClass:AUTHZ_CONTEXT_INFORMATION_CLASS,pSidOperations:AUTHZ_SID_OPERATION*,pSids:TOKEN_GROUPS*
AuthzOpenObjectAudit|BOOL|Flags:UINT,hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pRequest:AUTHZ_ACCESS_REQUEST*,hAuditEvent:AUTHZ_AUDIT_EVENT_HANDLE,pSecurityDescriptor:PSECURITY_DESCRIPTOR,OptionalSecurityDescriptorArray:PSECURITY_DESCRIPTOR*,OptionalSecurityDescriptorCount:UINT,pReply:AUTHZ_ACCESS_REPLY*
AuthzRegisterCapChangeNotification|BOOL|phCapChangeSubscription:AUTHZ_CAP_CHANGE_SUBSCRIPTION_HANDLE*,pfnCapChangeCallback:LPTHREAD_START_ROUTINE,pCallbackContext:void*
AuthzRegisterSecurityEventSource|BOOL|dwFlags:UINT,szEventSourceName:PWSTR,phEventProvider:AUTHZ_SECURITY_EVENT_PROVIDER_HANDLE*
AuthzReportSecurityEvent|BOOL|dwFlags:UINT,hEventProvider:AUTHZ_SECURITY_EVENT_PROVIDER_HANDLE,dwAuditId:UINT,pUserSid:PSID,dwCount:UINT
AuthzReportSecurityEventFromParams|BOOL|dwFlags:UINT,hEventProvider:AUTHZ_SECURITY_EVENT_PROVIDER_HANDLE,dwAuditId:UINT,pUserSid:PSID,pParams:AUDIT_PARAMS*
AuthzSetAppContainerInformation|BOOL|hAuthzClientContext:AUTHZ_CLIENT_CONTEXT_HANDLE,pAppContainerSid:PSID,CapabilityCount:UINT,pCapabilitySids:SID_AND_ATTRIBUTES*
AuthzUninstallSecurityEventSource|BOOL|dwFlags:UINT,szEventSourceName:PWSTR
AuthzUnregisterCapChangeNotification|BOOL|hCapChangeSubscription:AUTHZ_CAP_CHANGE_SUBSCRIPTION_HANDLE
AuthzUnregisterSecurityEventSource|BOOL|dwFlags:UINT,phEventProvider:AUTHZ_SECURITY_EVENT_PROVIDER_HANDLE*
AvQuerySystemResponsiveness|BOOL|AvrtHandle:AVRT_TASK_HANDLE,SystemResponsivenessValue:UINT*
AvRevertMmThreadCharacteristics|BOOL|AvrtHandle:AVRT_TASK_HANDLE
AvRtCreateThreadOrderingGroup|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE*,Period:LONGLONG*,ThreadOrderingGuid:Guid*,Timeout:LONGLONG*
AvRtCreateThreadOrderingGroupExA|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE*,Period:LONGLONG*,ThreadOrderingGuid:Guid*,Timeout:LONGLONG*,TaskName:PSTR
AvRtCreateThreadOrderingGroupExW|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE*,Period:LONGLONG*,ThreadOrderingGuid:Guid*,Timeout:LONGLONG*,TaskName:PWSTR
AvRtDeleteThreadOrderingGroup|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE
AvRtJoinThreadOrderingGroup|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE*,ThreadOrderingGuid:Guid*,Before:BOOL
AvRtLeaveThreadOrderingGroup|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE
AvRtWaitOnThreadOrderingGroup|BOOL|Context:AVRT_THREAD_ORDERING_GROUP_HANDLE
